ID,NO,AREA,CATEGORY,STATUS,AREA NAME
10946,BF4C020,107,15,未锁定,C区(书库404)
10947,BF4C021,107,15,未锁定,C区(书库404)
10948,BF4C022,107,15,未锁定,C区(书库404)
10949,BF4C023,107,15,未锁定,C区(书库404)
10950,BF4C024,107,15,未锁定,C区(书库404)
10939,BF4C013,107,15,锁定,C区(书库404)
10940,BF4C014,107,15,锁定,C区(书库404)
10941,BF4C015,107,15,锁定,C区(书库404)
10942,BF4C016,107,15,锁定,C区(书库404)
10943,BF4C017,107,15,锁定,C区(书库404)
10944,BF4C018,107,15,锁定,C区(书库404)
10933,BF4C007,107,15,未锁定,C区(书库404)
10934,BF4C008,107,15,未锁定,C区(书库404)
10935,BF4C009,107,15,未锁定,C区(书库404)
10936,BF4C010,107,15,未锁定,C区(书库404)
10937,BF4C011,107,15,未锁定,C区(书库404)
10938,BF4C012,107,15,未锁定,C区(书库404)
10975,BF5A001,108,15,锁定,A区(书库503)
10976,BF5A002,108,15,锁定,A区(书库503)
10977,BF5A003,108,15,锁定,A区(书库503)
10978,BF5A004,108,15,锁定,A区(书库503)
10979,BF5A005,108,15,锁定,A区(书库503)
10980,BF5A006,108,15,锁定,A区(书库503)
11687,BF5A079,108,15,未锁定,A区(书库503)
11688,BF5A080,108,15,未锁定,A区(书库503)
11151,BF5A073,108,15,未锁定,A区(书库503)
11682,BF5A074,108,15,未锁定,A区(书库503)
11683,BF5A075,108,15,未锁定,A区(书库503)
11684,BF5A076,108,15,未锁定,A区(书库503)
11685,BF5A077,108,15,未锁定,A区(书库503)
11686,BF5A078,108,15,未锁定,A区(书库503)
11145,BF5A067,108,15,锁定,A区(书库503)
11146,BF5A068,108,15,未锁定,A区(书库503)
11147,BF5A069,108,15,未锁定,A区(书库503)
11148,BF5A070,108,15,未锁定,A区(书库503)
11149,BF5A071,108,15,未锁定,A区(书库503)
11150,BF5A072,108,15,未锁定,A区(书库503)
11035,BF5A061,108,15,锁定,A区(书库503)
11140,BF5A062,108,15,锁定,A区(书库503)
11141,BF5A063,108,15,锁定,A区(书库503)
11142,BF5A064,108,15,锁定,A区(书库503)
11143,BF5A065,108,15,锁定,A区(书库503)
11144,BF5A066,108,15,锁定,A区(书库503)
11029,BF5A055,108,15,锁定,A区(书库503)
11030,BF5A056,108,15,锁定,A区(书库503)
11031,BF5A057,108,15,锁定,A区(书库503)
11032,BF5A058,108,15,锁定,A区(书库503)
11033,BF5A059,108,15,锁定,A区(书库503)
11034,BF5A060,108,15,锁定,A区(书库503)
11023,BF5A049,108,15,未锁定,A区(书库503)
11024,BF5A050,108,15,未锁定,A区(书库503)
11025,BF5A051,108,15,未锁定,A区(书库503)
11026,BF5A052,108,15,锁定,A区(书库503)
11027,BF5A053,108,15,锁定,A区(书库503)
11028,BF5A054,108,15,锁定,A区(书库503)
11017,BF5A043,108,15,未锁定,A区(书库503)
11018,BF5A044,108,15,未锁定,A区(书库503)
11019,BF5A045,108,15,未锁定,A区(书库503)
11020,BF5A046,108,15,未锁定,A区(书库503)
11021,BF5A047,108,15,未锁定,A区(书库503)
11022,BF5A048,108,15,未锁定,A区(书库503)
11011,BF5A037,108,15,锁定,A区(书库503)
11012,BF5A038,108,15,未锁定,A区(书库503)
11013,BF5A039,108,15,未锁定,A区(书库503)
11014,BF5A040,108,15,未锁定,A区(书库503)
11015,BF5A041,108,15,未锁定,A区(书库503)
11016,BF5A042,108,15,未锁定,A区(书库503)
11005,BF5A031,108,15,未锁定,A区(书库503)
11006,BF5A032,108,15,未锁定,A区(书库503)
11007,BF5A033,108,15,未锁定,A区(书库503)
11008,BF5A034,108,15,锁定,A区(书库503)
11009,BF5A035,108,15,锁定,A区(书库503)
11010,BF5A036,108,15,锁定,A区(书库503)
10999,BF5A025,108,15,锁定,A区(书库503)
11000,BF5A026,108,15,锁定,A区(书库503)
11001,BF5A027,108,15,锁定,A区(书库503)
11002,BF5A028,108,15,锁定,A区(书库503)
11003,BF5A029,108,15,锁定,A区(书库503)
11004,BF5A030,108,15,未锁定,A区(书库503)
10993,BF5A019,108,15,未锁定,A区(书库503)
10994,BF5A020,108,15,未锁定,A区(书库503)
10995,BF5A021,108,15,锁定,A区(书库503)
10996,BF5A022,108,15,锁定,A区(书库503)
10997,BF5A023,108,15,锁定,A区(书库503)
10998,BF5A024,108,15,锁定,A区(书库503)
10987,BF5A013,108,15,锁定,A区(书库503)
10988,BF5A014,108,15,锁定,A区(书库503)
10989,BF5A015,108,15,锁定,A区(书库503)
10990,BF5A016,108,15,锁定,A区(书库503)
10991,BF5A017,108,15,未锁定,A区(书库503)
10992,BF5A018,108,15,未锁定,A区(书库503)
10981,BF5A007,108,15,未锁定,A区(书库503)
10982,BF5A008,108,15,未锁定,A区(书库503)
10983,BF5A009,108,15,未锁定,A区(书库503)
10984,BF5A010,108,15,未锁定,A区(书库503)
10985,BF5A011,108,15,未锁定,A区(书库503)
10986,BF5A012,108,15,未锁定,A区(书库503)
11036,BF5B001,109,15,未锁定,B区（走廊）
11037,BF5B002,109,15,未锁定,B区（走廊）
11038,BF5B003,109,15,锁定,B区（走廊）
11039,BF5B004,109,15,锁定,B区（走廊）
11040,BF5B005,109,15,未锁定,B区（走廊）
11041,BF5B006,109,15,未锁定,B区（走廊）
11066,BF5B031,109,15,锁定,B区（走廊）
11067,BF5B032,109,15,锁定,B区（走廊）
11060,BF5B025,109,15,未锁定,B区（走廊）
11061,BF5B026,109,15,未锁定,B区（走廊）
11062,BF5B027,109,15,锁定,B区（走廊）
11063,BF5B028,109,15,锁定,B区（走廊）
11064,BF5B029,109,15,未锁定,B区（走廊）
11065,BF5B030,109,15,未锁定,B区（走廊）
11054,BF5B019,109,15,锁定,B区（走廊）
11055,BF5B020,109,15,锁定,B区（走廊）
11056,BF5B021,109,15,未锁定,B区（走廊）
11057,BF5B022,109,15,未锁定,B区（走廊）
11058,BF5B023,109,15,锁定,B区（走廊）
11059,BF5B024,109,15,锁定,B区（走廊）
11048,BF5B013,109,15,未锁定,B区（走廊）
11049,BF5B014,109,15,未锁定,B区（走廊）
11050,BF5B015,109,15,锁定,B区（走廊）
11051,BF5B016,109,15,锁定,B区（走廊）
11052,BF5B017,109,15,未锁定,B区（走廊）
11053,BF5B018,109,15,未锁定,B区（走廊）
11042,BF5B007,109,15,锁定,B区（走廊）
11043,BF5B008,109,15,锁定,B区（走廊）
11044,BF5B009,109,15,未锁定,B区（走廊）
11045,BF5B010,109,15,未锁定,B区（走廊）
11046,BF5B011,109,15,锁定,B区（走廊）
11047,BF5B012,109,15,锁定,B区（走廊）
11068,BF6A001,110,15,锁定,A区(书库603)
11069,BF6A002,110,15,锁定,A区(书库603)
11070,BF6A003,110,15,未锁定,A区(书库603)
11071,BF6A004,110,15,未锁定,A区(书库603)
11072,BF6A005,110,15,锁定,A区(书库603)
11073,BF6A006,110,15,锁定,A区(书库603)
11693,BF6A013,110,15,未锁定,A区(书库603)
11694,BF6A014,110,15,未锁定,A区(书库603)
11695,BF6A015,110,15,未锁定,A区(书库603)
11074,BF6A007,110,15,未锁定,A区(书库603)
11075,BF6A008,110,15,未锁定,A区(书库603)
11689,BF6A009,110,15,未锁定,A区(书库603)
11690,BF6A010,110,15,未锁定,A区(书库603)
11691,BF6A011,110,15,未锁定,A区(书库603)
11692,BF6A012,110,15,未锁定,A区(书库603)
11108,BF6B001,111,15,未锁定,B区（走廊）
11109,BF6B002,111,15,未锁定,B区（走廊）
11110,BF6B003,111,15,锁定,B区（走廊）
11111,BF6B004,111,15,锁定,B区（走廊）
11112,BF6B005,111,15,未锁定,B区（走廊）
11113,BF6B006,111,15,未锁定,B区（走廊）
11138,BF6B031,111,15,锁定,B区（走廊）
11139,BF6B032,111,15,锁定,B区（走廊）
11132,BF6B025,111,15,未锁定,B区（走廊）
11133,BF6B026,111,15,未锁定,B区（走廊）
11134,BF6B027,111,15,锁定,B区（走廊）
11135,BF6B028,111,15,锁定,B区（走廊）
11136,BF6B029,111,15,未锁定,B区（走廊）
11137,BF6B030,111,15,未锁定,B区（走廊）
11126,BF6B019,111,15,锁定,B区（走廊）
11127,BF6B020,111,15,锁定,B区（走廊）
11128,BF6B021,111,15,未锁定,B区（走廊）
11129,BF6B022,111,15,未锁定,B区（走廊）
11130,BF6B023,111,15,锁定,B区（走廊）
11131,BF6B024,111,15,锁定,B区（走廊）
11120,BF6B013,111,15,未锁定,B区（走廊）
11121,BF6B014,111,15,未锁定,B区（走廊）
11122,BF6B015,111,15,锁定,B区（走廊）
11123,BF6B016,111,15,锁定,B区（走廊）
11124,BF6B017,111,15,未锁定,B区（走廊）
11125,BF6B018,111,15,未锁定,B区（走廊）
11114,BF6B007,111,15,锁定,B区（走廊）
11115,BF6B008,111,15,锁定,B区（走廊）
11116,BF6B009,111,15,未锁定,B区（走廊）
11117,BF6B010,111,15,未锁定,B区（走廊）
11118,BF6B011,111,15,锁定,B区（走廊）
11119,BF6B012,111,15,锁定,B区（走廊）
